CODE,MDC,PDC,CC,MAINCC,CCROW,DCLMAIN,HIV_AX,TRAUMA,SEX,ACCPDX,AGEDUSE,AGEMIN,AGEMAX,AGEDMIN,MOSDX
S817,21,21A,True,S817,99,S817,,0,B,Y,N,0,124,0,0.0
S818,09,9H,True,S818,99,S811,,0,B,Y,N,0,124,0,0.0
S819,21,21A,True,S819,99,S819,,0,B,Y,N,0,124,0,0.0
S820,08,8Q,True,S820,99,S820,,0,B,Y,N,0,124,0,0.0
S8200,08,8Q,True,S820,99,S820,,0,B,Y,N,0,124,0,0.0
S8201,08,8Q,True,S820,99,S820,,8,B,Y,N,0,124,0,0.0
S821,08,8Q,True,S820,99,S821,,0,B,Y,N,0,124,0,0.0
S8210,08,8Q,True,S820,99,S821,,0,B,Y,N,0,124,0,0.0
S82100,08,8Q,True,S820,99,S821,,0,B,Y,N,0,124,0,0.0
S82101,08,8Q,True,S820,99,S821,,0,B,Y,N,0,124,0,0.0
S82102,08,8Q,True,S820,99,S821,,0,B,Y,N,0,124,0,0.0
S82103,08,8Q,True,S820,99,S821,,0,B,Y,N,0,124,0,0.0
S82104,08,8Q,True,S820,99,S821,,0,B,Y,N,0,124,0,0.0
S82105,08,8Q,True,S820,99,S821,,0,B,Y,N,0,124,0,0.0
S82106,08,8Q,True,S820,99,S821,,0,B,Y,N,0,124,0,0.0
S82107,08,8Q,True,S820,99,S821,,0,B,Y,N,0,124,0,0.0
S82108,08,8Q,True,S820,99,S821,,0,B,Y,N,0,124,0,0.0
S82109,08,8Q,True,S820,99,S821,,0,B,Y,N,0,124,0,0.0
S8211,08,8Q,True,S820,99,S8211,,8,B,Y,N,0,124,0,0.0
S82110,08,8Q,True,S820,99,S8211,,8,B,Y,N,0,124,0,0.0
S82111,08,8Q,True,S820,99,S8211,,8,B,Y,N,0,124,0,0.0
S82112,08,8Q,True,S820,99,S8211,,8,B,Y,N,0,124,0,0.0
S82113,08,8Q,True,S820,99,S8211,,8,B,Y,N,0,124,0,0.0
S82114,08,8Q,True,S820,99,S8211,,8,B,Y,N,0,124,0,0.0
S82115,08,8Q,True,S820,0,S8211,,8,B,Y,N,0,124,0,0.0
S82116,08,8Q,True,S820,0,S8211,,8,B,Y,N,0,124,0,0.0
S82117,08,8Q,True,S820,99,S8211,,8,B,Y,N,0,124,0,0.0
S82118,08,8Q,True,S820,99,S8211,,8,B,Y,N,0,124,0,0.0
S82119,08,8Q,True,S820,99,S8211,,8,B,Y,N,0,124,0,0.0
S822,08,8Q,True,S822,99,S822,,0,B,Y,N,0,124,0,0.0
S8220,08,8Q,True,S822,99,S822,,8,B,Y,N,0,124,0,0.0
S82200,08,8Q,True,S822,99,S822,,8,B,Y,N,0,124,0,0.0
S82201,08,8Q,True,S822,99,S822,,8,B,Y,N,0,124,0,0.0
S82202,08,8Q,True,S822,99,S822,,8,B,Y,N,0,124,0,0.0
S82207,08,8Q,True,S822,99,S822,,8,B,Y,N,0,124,0,0.0
S82208,08,8Q,True,S822,99,S822,,0,B,Y,N,0,124,0,0.0
S82209,08,8Q,True,S822,99,S822,,0,B,Y,N,0,124,0,0.0
S8221,08,8Q,True,S822,99,S822,,8,B,Y,N,0,124,0,0.0
S82210,08,8Q,True,S822,99,S822,,8,B,Y,N,0,124,0,0.0
S82211,08,8Q,True,S822,99,S822,,8,B,Y,N,0,124,0,0.0
S82212,08,8Q,True,S822,99,S822,,8,B,Y,N,0,124,0,0.0
S82217,08,8Q,True,S822,99,S822,,8,B,Y,N,0,124,0,0.0
S82218,08,8Q,True,S822,99,S822,,8,B,Y,N,0,124,0,0.0
S82219,08,8Q,True,S822,99,S822,,8,B,Y,N,0,124,0,0.0
S823,08,8Q,True,S823,99,S822,,0,B,Y,N,0,124,0,0.0
S8230,08,8Q,True,S823,99,S822,,0,B,Y,N,0,124,0,0.0
S82300,08,8Q,True,S823,99,S822,,0,B,Y,N,0,124,0,0.0
S82301,08,8Q,True,S823,99,S822,,0,B,Y,N,0,124,0,0.0
S82302,08,8Q,True,S823,99,S822,,0,B,Y,N,0,124,0,0.0
S82303,08,8Q,True,S823,99,S822,,0,B,Y,N,0,124,0,0.0
S82307,08,8Q,True,S823,99,S822,,0,B,Y,N,0,124,0,0.0
S82308,08,8Q,True,S823,99,S822,,0,B,Y,N,0,124,0,0.0
S82309,08,8Q,True,S823,99,S822,,0,B,Y,N,0,124,0,0.0
S8231,08,8Q,True,S823,99,S822,,8,B,Y,N,0,124,0,0.0
S82310,08,8Q,True,S823,99,S822,,8,B,Y,N,0,124,0,0.0
S82311,08,8Q,True,S823,0,S822,,8,B,Y,N,0,124,0,0.0
S82312,08,8Q,True,S823,99,S822,,8,B,Y,N,0,124,0,0.0
S82313,08,8Q,True,S823,99,S822,,8,B,Y,N,0,124,0,0.0
S82317,08,8Q,True,S823,99,S822,,8,B,Y,N,0,124,0,0.0
S82318,08,8Q,True,S823,99,S822,,8,B,Y,N,0,124,0,0.0
S82319,08,8Q,True,S823,99,S822,,8,B,Y,N,0,124,0,0.0
S824,08,8Q,True,S823,99,S824,,0,B,Y,N,0,124,0,0.0
S8240,08,8Q,True,S823,99,S824,,0,B,Y,N,0,124,0,0.0
S8241,08,8Q,True,S823,99,S824,,8,B,Y,N,0,124,0,0.0
S825,08,8Q,True,S825,99,S824,,0,B,Y,N,0,124,0,0.0
S8250,08,8Q,True,S825,99,S824,,0,B,Y,N,0,124,0,0.0
S8251,08,8Q,True,S825,99,S820,,0,B,Y,N,0,124,0,0.0
S826,08,8Q,True,S825,99,S824,,0,B,Y,N,0,124,0,0.0
S8260,08,8Q,True,S825,99,S824,,0,B,Y,N,0,124,0,0.0
S8261,08,8Q,True,S825,99,S820,,0,B,Y,N,0,124,0,0.0
S827,08,8Q,True,S827,99,S822,,0,B,Y,N,0,124,0,0.0
S8270,08,8Q,True,S827,99,S822,,0,B,Y,N,0,124,0,0.0
S8271,08,8Q,True,S827,99,S8271,,0,B,Y,N,0,124,0,0.0
S828,08,8Q,True,S825,99,S822,,0,B,Y,N,0,124,0,0.0
S8280,08,8Q,True,S825,99,S822,,0,B,Y,N,0,124,0,0.0
S8281,08,8Q,True,S825,99,S8281,,0,B,Y,N,0,124,0,0.0
S829,08,8Q,True,S825,99,S829,,0,B,Y,N,0,124,0,0.0
S8290,08,8Q,True,S825,99,S829,,0,B,Y,N,0,124,0,0.0
S8291,08,8Q,True,S825,99,S829,,0,B,Y,N,0,124,0,0.0
S830,08,8Q,True,S830,99,S830,,0,B,Y,N,0,124,0,0.0
S831,08,8Q,True,S830,99,S831,,0,B,Y,N,0,124,0,0.0
S832,08,8Q,True,S830,99,S830,,0,B,Y,N,0,124,0,0.0
S833,08,8Q,True,S830,99,S830,,0,B,Y,N,0,124,0,0.0
S834,08,8Q,True,S830,99,S834,,0,B,Y,N,0,124,0,0.0
S835,08,8Q,True,S830,99,S834,,0,B,Y,N,0,124,0,0.0
S8350,08,8Q,True,S830,99,S830,,0,B,Y,N,0,124,0,0.0
S8351,08,8Q,True,S830,99,S830,,0,B,Y,N,0,124,0,0.0
S8359,08,8Q,True,S830,99,S830,,0,B,Y,N,0,124,0,0.0
S836,08,8Q,True,S836,99,S836,,0,B,Y,N,0,124,0,0.0
S837,08,8Q,True,S830,99,S834,,0,B,Y,N,0,124,0,0.0
S840,01,1J,True,S740,99,S840,,8,B,Y,N,0,124,0,0.0
S841,01,1J,True,S740,99,S840,,8,B,Y,N,0,124,0,0.0
S842,01,1J,True,S740,99,S840,,0,B,Y,N,0,124,0,0.0
S847,01,1J,True,S747,99,S840,,0,B,Y,N,0,124,0,0.0
S848,01,1J,True,S740,99,S840,,0,B,Y,N,0,124,0,0.0
S849,01,1J,False,,0,,,0,B,Y,N,0,124,0,0.0
S850,21,21A,True,S850,99,S850,,8,B,Y,N,0,124,0,0.0
S851,21,21A,True,S851,99,S850,,8,B,Y,N,0,124,0,0.0
S852,21,21A,True,S851,99,S850,,8,B,Y,N,0,124,0,0.0
S853,21,21A,True,S853,99,S850,,0,B,Y,N,0,124,0,0.0
S854,21,21A,True,S854,99,S850,,0,B,Y,N,0,124,0,0.0
S855,21,21A,True,S854,99,S850,,8,B,Y,N,0,124,0,0.0
S857,21,21A,True,S857,99,S850,,0,B,Y,N,0,124,0,0.0
S858,21,21A,True,S851,99,S850,,8,B,Y,N,0,124,0,0.0
S859,21,21A,True,S851,99,S850,,0,B,Y,N,0,124,0,0.0
S860,08,8Q,True,S860,99,S860,,0,B,Y,N,0,124,0,0.0
S861,08,8Q,True,S861,99,S860,,0,B,Y,N,0,124,0,0.0
S862,08,8Q,True,S861,99,S860,,0,B,Y,N,0,124,0,0.0
S863,08,8Q,True,S861,99,S860,,0,B,Y,N,0,124,0,0.0
S867,08,8Q,True,S867,99,S860,,0,B,Y,N,0,124,0,0.0
S868,08,8Q,True,S861,99,S860,,0,B,Y,N,0,124,0,0.0
S869,08,8Q,True,S861,99,S869,,0,B,Y,N,0,124,0,0.0
S870,21,21A,True,S870,99,S870,,0,B,Y,N,0,124,0,0.0
S878,21,21A,True,S870,99,S870,,0,B,Y,N,0,124,0,0.0
S879,21,21A,True,S870,99,S870,,0,B,Y,N,0,124,0,0.0
S880,21,21A,True,S880,99,S880,,8,B,Y,N,0,124,0,0.0
S881,21,21A,True,S880,99,S880,,8,B,Y,N,0,124,0,0.0
S889,21,21A,True,S880,99,S880,,8,B,Y,N,0,124,0,0.0
S897,21,21A,True,S897,99,S897,,0,B,Y,N,0,124,0,0.0
S898,21,21A,True,S898,99,S897,,0,B,Y,N,0,124,0,0.0
S899,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
S900,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
S901,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
S902,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
S903,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
S907,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
S908,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
S9080,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
S9081,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
S9082,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
S9083,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
S9088,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
S909,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
S910,21,21A,True,S910,99,S910,,0,B,Y,N,0,124,0,0.0
S911,21,21A,True,S910,99,S911,,0,B,Y,N,0,124,0,0.0
S912,21,21A,True,S910,99,S912,,0,B,Y,N,0,124,0,0.0
S913,21,21A,True,S910,99,S913,,0,B,Y,N,0,124,0,0.0
S917,21,21A,True,S917,99,S917,,0,B,Y,N,0,124,0,0.0
S919,21,21A,True,S910,99,S919,,0,B,Y,N,0,124,0,0.0
S920,08,8Q,True,S920,99,S920,,0,B,Y,N,0,124,0,0.0
S9200,08,8Q,True,S920,99,S920,,0,B,Y,N,0,124,0,0.0
S9201,08,8Q,True,S920,99,S920,,8,B,Y,N,0,124,0,0.0
S921,08,8Q,True,S920,99,S920,,0,B,Y,N,0,124,0,0.0
S9210,08,8Q,True,S920,99,S920,,0,B,Y,N,0,124,0,0.0
S9211,08,8Q,True,S920,99,S920,,8,B,Y,N,0,124,0,0.0
S922,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S9220,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S9221,08,8P,True,S920,99,S9221,,0,B,Y,N,0,124,0,0.0
S923,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S9230,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S92300,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S92301,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S92302,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S92309,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S9231,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S92310,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S92311,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S92312,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S92319,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S924,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S9240,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S9241,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S925,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S9250,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S9251,08,8P,True,S920,99,S922,,0,B,Y,N,0,124,0,0.0
S927,08,8P,True,S927,99,S922,,0,B,Y,N,0,124,0,0.0
S9270,08,8P,True,S927,99,S922,,0,B,Y,N,0,124,0,0.0
S9271,08,8P,True,S927,99,S9271,,0,B,Y,N,0,124,0,0.0
S929,08,8P,True,S929,99,S929,,0,B,Y,N,0,124,0,0.0
S9290,08,8P,True,S929,99,S929,,0,B,Y,N,0,124,0,0.0
S9291,08,8P,True,S929,99,S929,,0,B,Y,N,0,124,0,0.0
S930,08,8Q,True,S920,99,S930,,0,B,Y,N,0,124,0,0.0
S931,08,8P,True,S920,99,S931,,0,B,Y,N,0,124,0,0.0
S932,08,8Q,True,S920,99,S931,,0,B,Y,N,0,124,0,0.0
S933,08,8P,True,S920,99,S931,,0,B,Y,N,0,124,0,0.0
S934,08,8Q,True,S934,99,S934,,0,B,Y,N,0,124,0,0.0
S935,08,8P,True,S920,99,S934,,0,B,Y,N,0,124,0,0.0
S936,08,8P,True,S920,99,S934,,0,B,Y,N,0,124,0,0.0
S940,01,1J,True,S740,99,S940,,0,B,Y,N,0,124,0,0.0
S941,01,1J,True,S740,99,S940,,0,B,Y,N,0,124,0,0.0
S942,01,1J,True,S740,99,S940,,8,B,Y,N,0,124,0,0.0
S943,01,1J,True,S740,99,S940,,0,B,Y,N,0,124,0,0.0
S947,01,1J,True,S747,99,S940,,0,B,Y,N,0,124,0,0.0
S948,01,1J,True,S740,99,S940,,0,B,Y,N,0,124,0,0.0
S949,01,1J,False,,0,,,0,B,Y,N,0,124,0,0.0
S950,21,21A,True,S950,99,S950,,0,B,Y,N,0,124,0,0.0
S951,21,21A,True,S950,99,S950,,0,B,Y,N,0,124,0,0.0
S952,21,21A,True,S952,99,S950,,0,B,Y,N,0,124,0,0.0
S957,21,21A,True,S957,99,S950,,0,B,Y,N,0,124,0,0.0
S958,21,21A,True,S950,99,S950,,0,B,Y,N,0,124,0,0.0
S959,21,21A,True,S950,99,S950,,0,B,Y,N,0,124,0,0.0
S960,08,8Q,True,S960,99,S960,,0,B,Y,N,0,124,0,0.0
S961,08,8Q,True,S960,99,S961,,0,B,Y,N,0,124,0,0.0
S962,08,8Q,True,S960,99,S962,,0,B,Y,N,0,124,0,0.0
S967,08,8Q,True,S967,99,S962,,0,B,Y,N,0,124,0,0.0
S968,08,8Q,True,S960,99,S962,,0,B,Y,N,0,124,0,0.0
S969,08,8Q,True,S960,99,S969,,0,B,Y,N,0,124,0,0.0
S970,21,21A,True,S970,99,S970,,0,B,Y,N,0,124,0,0.0
S971,21,21A,True,S970,99,S970,,0,B,Y,N,0,124,0,0.0
S978,21,21A,True,S970,99,S970,,0,B,Y,N,0,124,0,0.0
S980,21,21A,True,S980,99,S980,,8,B,Y,N,0,124,0,0.0
S981,21,21A,True,S980,99,S980,,0,B,Y,N,0,124,0,0.0
S982,21,21A,True,S980,99,S980,,0,B,Y,N,0,124,0,0.0
S983,21,21A,True,S980,99,S980,,0,B,Y,N,0,124,0,0.0
S984,21,21A,True,S980,99,S980,,0,B,Y,N,0,124,0,0.0
S997,21,21A,True,S997,99,S997,,0,B,Y,N,0,124,0,0.0
S998,21,21A,True,S998,99,S997,,0,B,Y,N,0,124,0,0.0
S999,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T000,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
T001,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
T002,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
T003,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
T006,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
T008,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
T009,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
T010,21,21A,True,T010,99,T010,,0,B,Y,N,0,124,0,0.0
T011,21,21A,True,T011,99,T010,,3,B,Y,N,0,124,0,0.0
T012,21,21A,True,T012,99,T010,,0,B,Y,N,0,124,0,0.0
T013,21,21A,True,T013,99,T010,,0,B,Y,N,0,124,0,0.0
T016,21,21A,True,T016,99,T010,,0,B,Y,N,0,124,0,0.0
T018,21,21A,True,T018,99,T010,,0,B,Y,N,0,124,0,0.0
T019,21,21A,False,,0,,,0,B,Y,N,0,124,0,1.0
T020,01,1S,True,T020,99,T020,,0,B,Y,N,0,124,0,0.0
T0200,01,1S,True,T020,99,T020,,0,B,Y,N,0,124,0,0.0
T0201,01,1S,True,T020,0,T0201,,0,B,Y,N,0,124,0,0.0
T021,08,8R,True,T021,99,T020,,0,B,Y,N,0,124,0,0.0
T0210,08,8R,True,T021,99,T020,,0,B,Y,N,0,124,0,0.0
T0211,08,8R,True,T021,99,T0201,,0,B,Y,N,0,124,0,0.0
T022,08,8R,True,T022,99,T020,,0,B,Y,N,0,124,0,0.0
T0220,08,8R,True,T022,99,T020,,0,B,Y,N,0,124,0,0.0
T0221,08,8R,True,T022,99,T0201,,7,B,Y,N,0,124,0,0.0
T023,08,8R,True,T023,99,T020,,0,B,Y,N,0,124,0,0.0
T0230,08,8R,True,T023,99,T020,,0,B,Y,N,0,124,0,0.0
T0231,08,8R,True,T023,99,T0201,,8,B,Y,N,0,124,0,0.0
T024,08,8Q,True,T024,99,T020,,0,B,Y,N,0,124,0,0.0
T0240,08,8Q,True,T024,99,T020,,0,B,Y,N,0,124,0,0.0
T0241,08,8Q,True,T024,99,T0201,,7,B,Y,N,0,124,0,0.0
T025,08,8Q,True,T025,99,T020,,8,B,Y,N,0,124,0,0.0
T0250,08,8Q,True,T025,99,T020,,8,B,Y,N,0,124,0,0.0
T0251,08,8Q,True,T025,99,T0201,,8,B,Y,N,0,124,0,0.0
T026,08,8Q,True,T026,99,T020,,8,B,Y,N,0,124,0,0.0
T0260,08,8Q,True,T026,99,T020,,8,B,Y,N,0,124,0,0.0
T0261,08,8Q,True,T026,99,T0201,,8,B,Y,N,0,124,0,0.0
T027,08,8H,True,T027,99,T020,,8,B,Y,N,0,124,0,0.0
T0270,08,8H,True,T0270,99,T020,,8,B,Y,N,0,124,0,0.0
T0271,08,8H,True,T0270,99,T0201,,8,B,Y,N,0,124,0,0.0
T028,08,8Q,True,T028,99,T020,,8,B,Y,N,0,124,0,0.0
T0280,08,8Q,True,T0280,99,T020,,8,B,Y,N,0,124,0,0.0
T0281,08,8Q,True,T0280,0,T0201,,8,B,Y,N,0,124,0,0.0
T029,08,8Q,True,T028,99,T020,,0,B,Y,N,0,124,0,0.0
T0290,08,8Q,True,T0290,99,T020,,0,B,Y,N,0,124,0,0.0
T0291,08,8Q,True,T0290,99,T0201,,0,B,Y,N,0,124,0,0.0
T030,08,8R,True,T030,99,T030,,0,B,Y,N,0,124,0,0.0
T031,08,8R,True,T031,99,T030,,0,B,Y,N,0,124,0,0.0
T032,08,8R,True,T032,99,T030,,0,B,Y,N,0,124,0,0.0
T033,08,8R,True,T033,99,T030,,0,B,Y,N,0,124,0,0.0
T034,08,8R,True,T034,99,T030,,0,B,Y,N,0,124,0,0.0
T038,08,8R,True,T038,99,T030,,0,B,Y,N,0,124,0,0.0
T039,08,8R,True,T034,99,T030,,0,B,Y,N,0,124,0,0.0
T040,21,21A,True,T040,99,T040,,0,B,Y,N,0,124,0,0.0
T041,21,21A,True,T041,99,T040,,0,B,Y,N,0,124,0,0.0
T042,21,21A,True,T042,99,T040,,0,B,Y,N,0,124,0,0.0
T043,21,21A,True,T043,99,T040,,0,B,Y,N,0,124,0,0.0
T044,21,21A,True,T044,99,T040,,0,B,Y,N,0,124,0,0.0
T047,21,21A,True,T047,99,T040,,0,B,Y,N,0,124,0,0.0
T048,21,21A,True,T048,99,T040,,0,B,Y,N,0,124,0,0.0
T049,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T050,21,21A,True,T050,99,T050,,7,B,Y,N,0,124,0,0.0
T051,21,21A,True,T051,99,T050,,7,B,Y,N,0,124,0,0.0
T052,21,21A,True,T051,99,T050,,7,B,Y,N,0,124,0,0.0
T053,21,21A,True,T053,0,T050,,8,B,Y,N,0,124,0,0.0
T054,21,21A,True,T054,99,T050,,8,B,Y,N,0,124,0,0.0
T055,21,21A,True,T054,99,T050,,8,B,Y,N,0,124,0,0.0
T056,21,21A,True,T056,0,T050,,8,B,Y,N,0,124,0,0.0
T058,21,21A,True,T058,99,T050,,8,B,Y,N,0,124,0,0.0
T059,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T060,01,1R,True,T060,99,T060,,0,B,Y,N,0,124,0,0.0
T061,01,1W,True,T060,99,T060,,0,B,Y,N,0,124,0,0.0
T062,01,1J,True,T062,99,T060,,0,B,Y,N,0,124,0,0.0
T063,21,21A,True,T063,99,T060,,0,B,Y,N,0,124,0,0.0
T064,08,8R,True,T064,99,T060,,0,B,Y,N,0,124,0,0.0
T065,21,21A,True,T065,99,T060,,0,B,Y,N,0,124,0,0.0
T068,21,21A,True,T068,99,T060,,0,B,Y,N,0,124,0,0.0
T07,21,21A,False,,0,,,0,B,Y,N,0,124,0,1.0
T08,08,8H,False,,0,,,0,B,Y,N,0,124,0,0.0
T080,08,8H,False,,0,,,0,B,Y,N,0,124,0,0.0
T081,08,8H,False,,0,,,0,B,Y,N,0,124,0,0.0
T090,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
T091,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T092,08,8R,False,,0,,,0,B,Y,N,0,124,0,0.0
T093,01,1W,True,T093,99,T093,,0,B,Y,N,0,124,0,0.0
T094,01,1J,True,T094,99,T094,,0,B,Y,N,0,124,0,0.0
T095,08,8R,False,,0,,,0,B,Y,N,0,124,0,0.0
T096,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T098,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T099,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T10,08,8Q,False,,0,,,0,B,Y,N,0,124,0,0.0
T100,08,8Q,False,,0,,,0,B,Y,N,0,124,0,0.0
T101,08,8Q,False,,0,,,0,B,Y,N,0,124,0,0.0
T110,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
T111,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T112,08,8Q,False,,0,,,0,B,Y,N,0,124,0,0.0
T113,01,1J,False,,0,,,0,B,Y,N,0,124,0,0.0
T114,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T115,08,8Q,False,,0,,,0,B,Y,N,0,124,0,0.0
T116,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T118,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T119,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T12,08,8Q,False,,0,,,0,B,Y,N,0,124,0,0.0
T120,08,8Q,False,,0,,,0,B,Y,N,0,124,0,0.0
T121,08,8Q,False,,0,,,0,B,Y,N,0,124,0,0.0
T130,09,9H,False,,0,,,0,B,Y,N,0,124,0,0.0
T131,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T132,08,8Q,False,,0,,,0,B,Y,N,0,124,0,0.0
T133,01,1J,False,,0,,,0,B,Y,N,0,124,0,0.0
T134,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T135,08,8Q,False,,0,,,0,B,Y,N,0,124,0,0.0
T136,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T138,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T139,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T140,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T141,21,21A,False,,0,,,0,B,Y,N,0,124,0,1.0
T142,08,8R,False,,0,,,0,B,Y,N,0,124,0,0.0
T1420,08,8R,False,,0,,,0,B,Y,N,0,124,0,0.0
T1421,08,8R,False,,0,,,0,B,Y,N,0,124,0,0.0
T143,08,8R,False,,0,,,0,B,Y,N,0,124,0,0.0
T144,01,1J,False,,0,,,0,B,Y,N,0,124,0,0.0
T145,21,21A,False,,0,,,0,B,Y,N,0,124,0,1.0
T146,08,8R,False,,0,,,0,B,Y,N,0,124,0,0.0
T147,21,21A,False,,0,,,0,B,Y,N,0,124,0,0.0
T148,21,21A,False,,0,,,0,B,Y,N,0,124,0,1.0
T149,30,,False,,0,,,0,B,N,N,0,124,0,0.0
T150,02,2C,True,T150,99,T150,,N,B,Y,N,0,124,0,0.0
T151,02,2C,True,T150,99,T150,,N,B,Y,N,0,124,0,0.0
T158,02,2C,False,,0,,,N,B,Y,N,0,124,0,0.0
T159,02,2C,False,,0,,,N,B,Y,N,0,124,0,0.0
T16,03,3B,True,T16,99,T16,,N,B,Y,N,0,124,0,0.0
T170,03,3C,True,T170,99,T170,,N,B,Y,N,0,124,0,0.0
T171,03,3C,True,T170,99,T170,,N,B,Y,N,0,124,0,0.0
T172,03,3C,True,T172,99,T170,,N,B,Y,N,0,124,0,0.0
T173,03,3C,True,T173,99,T173,,N,B,Y,N,0,124,0,0.0
T174,04,4Q,True,T174,99,T173,,N,B,Y,N,0,124,0,0.0
T175,04,4Q,True,T175,99,T173,,N,B,Y,N,0,124,0,0.0
T178,04,4Q,True,T178,99,T173,,N,B,Y,N,0,124,0,0.0
T179,04,4Q,True,T179,99,T179,,N,B,Y,N,0,124,0,0.0
T180,03,3C,False,,0,,,N,B,Y,N,0,124,0,0.0
T181,06,6J,True,T181,99,T181,,N,B,Y,N,0,124,0,0.0
T182,06,6J,True,T182,99,T181,,N,B,Y,N,0,124,0,0.0
T183,06,6J,True,T183,99,T181,,N,B,Y,N,0,124,0,0.0
T184,06,6J,True,T184,99,T181,,N,B,Y,N,0,124,0,0.0
T185,06,6J,True,T185,99,T181,,N,B,Y,N,0,124,0,0.0
T188,06,6J,True,T188,99,T181,,N,B,Y,N,0,124,0,0.0
T189,06,6J,True,T189,99,T181,,N,B,Y,N,0,124,0,0.0
T190,11,11H,True,T190,99,T190,,N,B,Y,N,0,124,0,0.0
T191,11,11H,True,T190,99,T190,,N,B,Y,N,0,124,0,0.0
T192,13,13F,False,,0,,,N,F,Y,N,0,124,0,0.0
T193,13,13F,True,T193,99,T190,,N,F,Y,N,0,124,0,0.0
T198,11,11H,True,T198,99,T190,,N,B,Y,N,0,124,0,0.0
T199,11,11H,False,,0,,,N,B,Y,N,0,124,0,0.0
T200,22,22C,False,,0,,,N,B,Y,N,0,124,0,0.0
T201,22,22C,False,,0,,,N,B,Y,N,0,124,0,0.0
T202,22,22C,True,T202,99,T202,,N,B,Y,N,0,124,0,0.0
T203,22,22B,True,T203,99,T203,,N,B,Y,N,0,124,0,0.0
T204,22,22C,False,,0,,,N,B,Y,N,0,124,0,0.0
T205,22,22C,False,,0,,,N,B,Y,N,0,124,0,0.0
T206,22,22C,True,T202,99,T202,,N,B,Y,N,0,124,0,0.0
T207,22,22B,True,T203,99,T203,,N,B,Y,N,0,124,0,0.0
